articles,lang
"Africa highlights: Zambian grave robbers dig up albino body, Black Panther star's kanzu

Albino body parts are believed to have magical properties, actor Daniel Kaluuya thrills fans, and more.",en
Looking on to the Île de la Cité - the island in the Seine where you find Notre Dame - trees and lamp posts can be seen emerging from the water.,en
"Принц Вільям і Кейт у Швеції пограли у хокей

Герцог і герцогиня Кембриджські забили серію пенальті, коли їх вчили грати у хокей з м'ячем у Стокгольмі. Після дводенного візиту до Швеції Вільям та Кейт вирушать до Норвегії.",uk
"Фотогалерея

Фото: нищівні пожежі в Португалії

Португалія оголосила триденну жалобу за 61 жертвою однієї з найбільших лісових пожеж в історії країни. Більшість загинули у вогняній пастці, коли їхні автомобілі опинилися заблоковані на охопленій вогнем дорозі.",uk
"Відео

""Хлібом запахло, життя повертається"": пекарня у прифронтовій Мар'їнці

Як це - відкрити пекарню на лінії фронту? Про це у репортажі кореспондентки ВВС з Мар'їнки на сході України.",uk
"BBC World Service працює у форматах радіо, ТБ та інтернет. Це дозволяє ВВС пропонувати свій контент більш широкій аудиторії.

Копирайт изображения Korrespondent

Матеріали BBC Україна представлені на кількох інших українських інтернет-сайтах і порталах. Партнерство з цими медіаорганізаціями дозволяє нам познайомити з нашими матеріалами більшу аудиторію. Зараз наші матеріали і заголовки можна побачити на сайтах, перелічених нижче.

Копирайт изображения bigmir

BBC Україна прагне працювати з різними партнерами в України та світі, зацікавленими в якісному унікальному контенті та цінують довіру власної аудиторії.

Копирайт изображения TSN

Ми пропонуємо нашим партнерам наш контент у вигляді тексту, аудіо та відео на умовах дотримання певних вимог, які можна отримати, якщо ви напишете на адресу BBC.Ukrainian@bbc.co.uk (у темі листа вкажіть ""Про партнерство"").

Рекомендації щодо поширення программ ВВС, використання матеріалів та бренду може надати відділ маркетингу ВВС.

Інтернет-сайти

Копирайт изображения UNIAN

Корреспондент.net офіційно розпочав роботу 1 вересня 2000 року. Щодня Корреспондент.net пропонує своїм читачам повноцінну інформацію про найважливіші події, що відбуваються у вітчизняному і зарубіжному бізнесі, політиці, мистецтві, спорті, науці, сфері новітніх технологій.

Копирайт изображения ZIK

Новини на Bigmir) - Bigmir) net - найбільший в Україні інформаційно-розважальний портал.

Копирайт изображения Yandex

Сайт ТСН.ua був заснований у серпні 2008 року. 24 години на добу і 7 днів на тиждень ТСН.ua стежить за життям України та світу, публікує найважливіші та найцікавіші українські та світові новини, а також новини науки та ІТ, економіки, політики, шоубізнесу та спорту.

Інформаційне агентство УНІАН працює на медіа-ринку України з 1993 року та є одним з найстаріших агентств України. Сайт агентства УНІАН входить до ТОП-10 найбільш відвідуваних новинних ресурсів українського Інтернету.

Копирайт изображения ukr.net

Інформаційне агентство ""Західна інформаційна корпорація"" працює з 14 липня 2004 року і разом з телеканалом ZIK у складі одноіменного медіахолдингу є лідером медіа-ринку Західної України.

Копирайт изображения META

Агрегатори новин

Яндекс.Новини — перша в Росії та Україні служба автоматичної обробки та систематизації новин. Служба оновлюється в режимі реального часу 7 днів на тиждень і 24 години на добу та неупереджено відображає інформаційну картину дня. Дані для обробки надходять від партнерів служби — провідних українських і зарубіжних ЗМІ.

UKR.net Розділ новини на найбільш відвідуваному порталі України з'явився в 2004 році. Наші редактори вручну сортують і обробляють новини з 1300 джерел щодоби для того щоб наші відвідувачі дізнавалися всі актуальні новини на порталі Укр.нет.

МетаНовини транслюють інформацію більше 1000 українських сайтів інформаційних агентств, газет, журналів, телекомпаній, інформаційних і тематичних сайтів",uk
"वीडियो

अंगदान की हिचकिचाहट दूर करने की कोशिश

अंग दान यानि ऑर्गन डोनेशन को लेकर भारत में ही नहीं, ब्रिटेन में बसे हिंदुओं की सोच भी बँटी हुई है.",hi
"आडियो

वो भाषण जिन्होंने भारत को हिला कर रख दिया!

भाषण सुने जाने के लिए दिए जाते हैं. लोगों पर असर छोड़ने के लिए वो शब्दों के ही मोहताज नहीं होते.",hi
"तस्वीरें

मंदिर, जहां पूजे जाते हैं हज़ारों काले चूहे

बीबीसी हर हफ़्ते दुनिया भर से अपने पाठकों की भेजी तस्वीरें छापता है. ये तस्वीरें एक तयशुदा थीम पर होती हैं और इस बार की थीम है 'स्ट्रेंज बट ट्रू'.",hi
"बीबीसी हिंदी डॉट कॉम के पाठकों और श्रोताओं की मदद के लिए हम यहाँ अक्सर पूछे जाने वाले सवालों के जवाब देने की कोशिश कर रहे हैं. अगर आपके किसी सवाल का जवाब यहाँ नहीं है तो कृपया ईमेल के ज़रिए हमसे hindi.letters@bbc.co.uk पर संपर्क कीजिए.

बीबीसी हिंदी रेडियो के कार्यक्रम

बीबीसी हिंदी का दैनिक प्रसारण - दिन भर - आप बीबीसी हिंदी डॉट कॉम पर सुन सकते हैं. ये कार्यक्रम भारतीय समयानुसार शाम साढ़े सात बजे से शाम साढ़े आठ बजे तक प्रसारित होता है.

प्रसारण के दौरान आप ये कार्यक्रम लाइव यानी सीधे प्रसारण के रूप में भी सुन सकते हैं. कार्यक्रम का समय निकल जाने के बाद उसकी रिकॉर्डिंग अगले दिन नया कार्यक्रम प्रसारित होने तक उपलब्ध रहती है.

इसके अलावा हम अपने विशेष कार्यक्रमों-इंटरव्यू आदि को अलग से भी पहले पन्ने, मल्टीमीडिया और कई और पन्नों पर प्रदर्शित करते हैं.

अगर आप ये कार्यक्रम अपने शॉर्टवेव रेडियो पर सुनना चाहते हैं तो कार्यक्रम के लिंक पर क्लिक करने पर आपको फ़्रीक्वेंसियों के बारे में भी जानकारी मिल सकती है जिन पर इनका प्रसारण होता है.

वेबसाइट पर वीडियो देखना और ऑडियो सुनना

बीबीसी हिंदी डॉट कॉम के कई पन्नों पर आपको वीडियो और ऑडियो के कई लिंक मिल जाएँगे. उन्हें अलग से भी प्रदर्शित किया गया है और वे कहानियों के साथ भी लिंक किए हुए हो सकते हैं.

इनको देखने-सुनने के लिए आपके पास इंटरनेट का कनेक्शन होना चाहिए. अगर आपके पास डायलअप कनेक्शन है तो इसकी स्पीड कम से कम 56 kbps होनी चाहिए. वैसे बेहतर नतीजों के लिए आपके पास ब्रॉ़डबैंड हो तो बेहतर है.

कहानियों में दिए हुए लिंक को देखने-सुनने के लिए आपके इंटरनेट ब्राउज़र के लिए Flash Player होना चाहिए.

यदि आपके पास Flash Player नहीं है और आप इसे डाउनलोड करना चाहते हैं तो इस लिंक को क्लिक करें -

http://www.bbc.co.uk/webwise/categories/plug/flash/flash.shtml?intro2

ऑडियो और वीडियो के लिए आपके पास Windows Media Player होना चाहिए.

अगर आप Windows Media Player डाउनलोड करना चाहते हैं तो नीचे दिए गए लिंक पर क्लिक करें

http://www.bbc.co.uk/webwise/categories/plug/winmedia/newwinmedia.shtml?intro2

एक आवश्यक सूचना: बीबीसी की किसी भी सामग्री को देखने-सुनने के लिए अगर आप इनमें से कुछ भी डाइनलोड करते हैं और उसका उपयोग करते हैं तो हम इसके लिए आपसे कोई भुगतान नहीं लेते. यह बीबीसी के पाठकों और श्रोताओं के लिए मुफ़्त है. इसके लिए आपको अपने क्रे़डिट कार्ड का नंबर आदि देने की ज़रुरत नहीं है.

जब आप इन प्लग-इन्स को डाउनलो़ड करते हैं तो आपको दूसरी कंपनी के कुछ नियम व शर्तों का पालन करने के लिए सहमत होना पड़ेगा. इसमें बीबीसी कहीं शामिल नहीं है. वहाँ आप जो व्यक्तिगत जानकारियाँ उपलब्ध करवाते हैं तो यह वही कंपनी बताती है कि उस जानकारी का उपयोग वह किस तरह से करेगी.

मोबाइल पर बीबीसी हिंदी वेबसाइट

बीबीसी हिंदी डॉट कॉम को अब आप अपने मोबाइल पर भी पढ़ सकते हैं बशर्ते आपके मोबाइल में इंटरनेट की सुविधा हो.

हम WAP साइट भी उपलब्ध करवाते हैं जो विशेष रुप से आपके मोबाइल के लिए डिज़ाइन की गई है.

हम अलग-अलग मोबाइलों के लिए Java सॉफ़्टवेयर भी उपलब्ध करवाते हैं. इसको डाउनलोड करने के बाद आप विभिन्न बीबीसी पन्नों को बेहतर ढंग से देख और पढ़ सकते हैं और पन्नों को अपनी पसंद के अनुरुप बदल सकते हैं.

और अधिक जानकारी के लिए पहले पन्ने के नीचे वाले हिस्से में दिए मोबाइल लिंक पर क्लिक करें.

पॉडकास्ट

अगर आप हमारे कुछ साप्ताहिक कार्यक्रमों को डाउनलोड करके अपनी सुविधा के समय पर सुनना चाहते हैं तो यह आपके लिए बिना किसी शु्ल्क के उपलब्ध है. और अधिक जानकारी के लिए पहले पन्ने के नीचे वाले हिस्से में दिए पॉडकास्ट लिंक पर क्लिक करें.

चर्चित विषय और खोज

बीबीसी हिंदी डॉट कॉम पर अब आपको प्रमुख विषयों और व्यक्तियों के बारे में उपलब्ध ख़बरों, विश्लेषणों और फ़ीचरों को एक ही जगह एकत्रित करके उपलब्ध करवाते हैं. उसे आप वेबसाइट के दाहिनी ओर सबसे ऊपर 'चर्चा में'विषय के अंतर्गत देख सकते हैं. वह शीर्षक लाल रंग में प्रदर्शित होता है और इसका चयन हम प्रतिदिन की महत्वपूर्ण घटनाओं के आधार पर करते हैं.

इसके अलावा अगर आप साइट पर कोई अन्य जानकारी हासिल करना चाहते हैं तो हमारी खोज सुविधा का उपयोग कर सकते हैं इसके लिए आपको पन्ने के सबसे ऊपर मौजूद 'खोज़ें' वाले विंडो में वह शब्द या विषय लिखना होगा जिसके विषय में आप हमारी साइट पर जानकारी हासिल करना चाहते हैं.

सोशल नेटवर्किंग बुकमार्किंग

बीबीसी हिंदी डॉट कॉम अब आपके लिए सोशल नेटवर्किंग वेबसाइटों पर अपनी पसंद की कहानियों, ऑडियो और वीडियो को बुकमार्क करने की सुविधा उपलब्ध करवाती है.

इसे आप हर पन्ने और ऑडियो/वीडियो के नीचे देख सकते हैं.

अगर आप इसके बारे में और अधिक जानकारी हासिल करना चाहते हैं तो इन सोशल नेटवर्किंग बुकमार्क वाले हिस्से के ऊपर 'ये क्या हैं?' लिंक पर क्लिक करें.

आरएसएस या न्यूज़ फ़ीड

आरएसएस फ़ीड के ज़रिए हम आपको वेबसाइट पर प्रकाशित होने वाले नवीनतम ख़बरों, फ़ीचरों, विश्लेषणों, ऑडियो और वीडियो के बारे में सूचित करते हैं. इससे आप हमारी वेबसाइट में जाए बिना ही उसमें उपलब्ध होने वाली नवीनतम सामग्री के बारे में जानकारी हासिल करते रहते हैं.

इसके बारे में और जानकारी के लिए पहले पन्ने पर 'न्यूज़ फ़ीड' के लिंक पर क्लिक करें.

हमें अपनी सामग्री भेजिए

बीबीसी हिंदी डॉट कॉम अपने पाठकों और श्रोताओं को इस बात के लिए प्रोत्साहित करती है कि वे बीबीसी की सामग्री में अपना योगदान दें. अगर आपके पास कोई ऑडियो, वीडियो या फिर तस्वीर है तो हमें भेजिए.

इसका उपयोग बीबीसी हिंदी वेबसाइट पर किया जाएगा और साथ में आपका नाम प्रकाशित किया जाएगा.

इसके बारे में और अधिक जानकारी के लिए पहले पन्ने के बाईं ओर नीचे के हिस्से में और एकदम नीचे के हिस्से में 'अपनी सामग्री हमें भेजें' वाले लिंक पर क्लिक करें.

यदि इसके अलावा आपको बीबीसी हिंदी डॉट कॉम किसी अन्य विषय में मदद की ज़रुरत है तो hindi.letters@bbc.co.uk पर हमें ईमेल भेजें. हम आपके सुझावों का भी स्वागत करते हैं.",hi
,
"Join the Duke and Delilah on an adventure

Listen",en
"Oops you can't see this activity!

To enjoy the CBeebies website at its best you will need to have JavaScript turned on.

For more help please visit the CBeebies Grown-ups FAQ",en
Get the news that’s local to you,en
"Image copyright Met Police Image caption The vault at Hatton Garden Safe Deposit Ltd was breached over the 2015 Easter weekend

The four ringleaders behind the Hatton Garden raid must pay a total of £27.5m or serve another seven years in jail.

John ""Kenny"" Collins, 77, Daniel Jones, 63, Terry Perkins, 69, and Brian Reader, 78, were ordered to pay the money back during a confiscation ruling at Woolwich Crown Court.

The gang stole goods after drilling a hole in the wall of a vault at Hatton Garden Safe Deposit in Easter 2015.

The raid has been branded the ""largest burglary in English legal history"".

It is thought two thirds of the valuables remain unrecovered.

Judge Christopher Kinch QC said the men jointly benefitted from an estimated £13.69m worth of stolen cash, gold and gems.

The breakdown of the amounts ordered by the judge on Tuesday, based on the individuals' ""available assets"", are:

John Collins, of Islington, north London - £7,686,039

Daniel Jones, of Enfield, north London - £6,649,827

Terry Perkins, of Enfield - £6,526,571

Brian Reader, of Dartford, Kent - £6,644,951, including the sale of his £639,800 home and development land worth £533,000

Handing down his ruling, the judge said: ""A number of these defendants are not only of a certain age, but have in some cases serious health problems.

""But as a matter of principle and policy it is very difficult to endorse any approach that there is a particular treatment for someone who chooses to go out and commit offences at the advanced stage of their lives that some of these defendants were.""

Image copyright Met Police Image caption Clockwise from top left Brian Reader, John Collins, Daniel Jones and Terry Perkins were described as the ringleaders of the heist

Collins, Jones, and Perkins pleaded guilty to conspiracy to commit burglary and were each jailed for seven years in 2016.

Reader, who was too ill to attend the initial sentencing, was later jailed for six years and three months.

Tom Wainwright, representing Reader, said an increase in his sentence ""does not have to be very long for it to mean, in reality, he will serve the rest of his life in custody"".

The barristers for Jones and Perkins said their clients would have to serve the default sentence as neither will be able to raise the funds.

Carl Wood and William ""Billy the fish"" Lincoln, 60, of Bethnal Green, east London, were given six and seven-year sentences respectively for the same offence as the rest of the gang, as well as one count of conspiracy to conceal, convert or transfer criminal property.

Wood, 60, of Cheshunt, Hertfordshire, has already ordered to pay more than £50,000.

Plumber Hugh Doyle, who helped the burglars, was ordered to pay £367.50 for his ""general criminal conduct"" at the court on Tuesday.

Doyle, of Enfield, was convicted in 2016 of providing access to a yard where goods from the raid could be moved between vehicles.

The judge said Doyle, 50, had not received any benefit, payment or reward for his participation in raid, but that he had been deemed to have benefitted £27,194.44 from the proceeds of a ""criminal lifestyle"".

He said Doyle had ""limited assets"" and ordered him to pay the sum within 14 days.",en
"Image copyright Tony Jones Image caption Mr Jones said he spoke to him and he said ""he just likes to do nice things""

An ambulance worker said he was ""blown away"" when a stranger paid his petrol bill as a thank you to people who ""do a fantastic job"".

Emergency medical technician Tony Jones, of Rochdale, said he was ""humbled"" by the random act of kindness on his way to a night shift on Sunday.

He tracked down his good Samaritan - Tony Coray - after an appeal on Facebook went viral.

Mr Coray, also from Rochdale, said the act was a ""goodwill gesture"".

Image copyright Tony Coray Image caption Mr Coray said the act was a ""goodwill gesture""

Mr Jones said he was ""completely taken back"" when he filled up his car at a petrol station in Halifax Road, Rochdale, and found the person in front of him had already paid for his fuel.

The North West Ambulance Service (NWAS) crew member said when he thanked Mr Coray, he replied that he ""just liked to do nice things for people"".

Mr Jones, 43, said Mr Coray told him: ""It's the least I could do for people who do such an important job.""

Other acts of random kindness:

Rail passenger wakes to find £100 gift

Valentine's Samaritan in act of kindness

Stranger pays for hospice wedding flowers

Mr Coray told the BBC: ""People in the emergency services, teachers, carers, armed forces just don't get the recognition they deserve and I was able to show this gentleman that he and his colleagues are appreciated a lot more than they think.""

Mr Jones said: ""It was such a nice gesture and on behalf of me, the rest of North West Ambulance Service and all other ambulance services up and down the country, it's our absolute pleasure.""

Neither Mr Jones or Mr Coray knew how much the fuel cost but the former said he only had ""about an eighth of a tank left"" when he filled it up.

NWAS said it was overwhelmed by this act of kindness.

""Our staff work day in day out to help others and never do it for any recognition but when they are appreciated by the public it really means a lot.""",en
"Image copyright Julia Quenzler

The man accused of driving a van into a crowd of people near a north London mosque has denied he was behind the wheel during the attack.

Darren Osborne, 48, told Woolwich Crown Court a ""guy called Dave"" was driving during the incident on 19 June 2017.

He said they originally hired the van to kill Labour leader Jeremy Corbyn at a march he was expected to attend.

Mr Osborne is accused of mowing down people in Finsbury Park, killing Makram Ali, 51, and injuring nine others.

He denies charges of murder and attempted murder.

Taking to the witness box, Mr Osborne said ""a guy called Dave"" was driving the van during the attack.

He said the pair had met at a pub in Treforest, South Wales, in early April or March last year, while he also met a man called Terry Jones, and that the trio discussed their political views.

Corbyn 'plans'

He said they initially planned to murder a Labour politician in Rochdale, before planning to target Mr Corbyn, believing he would be at the annual Al Quds march in London.

Mr Osborne told the court he was alone in the van as he drove towards the march - but that ""road blocks"" in central London had ""thwarted their plans"".

Later, he said he travelled to the Finsbury Park area, because ""it was Jeremy Corbyn's constituency"", where he met the others.

Mr Osborne said they swapped drivers and he was ""in the footwell"" while Dave was driving, adding he had ""no idea"" where Dave went after the collision.

He said the opportunity to attack the Labour leader would mean ""one less terrorist off our streets"", adding that it would have been ""even better"" if London Mayor Sadiq Khan had been at the march.

""It would have been like winning the lottery,"" he told the court.

Asked if he had contact with Terry and Dave after the attack, Mr Osborne told the court they were planning to form a far-right group, adding: ""We were going to call ourselves the 'Taffia'.""

'Flying solo'

Earlier, the court heard evidence on whether Mr Osborne acted with accomplices - namely two men, known only as ""Dave"" and ""Terry Jones"".

Concluding the prosecution case, Jonathan Rees QC said Mr Osborne told the Metropolitan Police on the day of the attack that he was acting alone.

Image copyright Met Police Image caption Police footage appearing to show Mr Osborne in the back of a police van

He read a statement from Det Con Paul Dring, who interviewed Mr Osborne as he was under armed guard at University College Hospital, on the day of the attack.

During the interview, Mr Osborne told DC Dring: ""I'm flying solo"", the court heard.

'Couple of pints'

Mr Osborne is said to have spoken to officers after he was detained and told them he ""lost control"" of his van.

The court was shown footage from the body camera of PC David Jones, who is said to have handcuffed Mr Osborne while he was on the ground after the incident.

A man - who the prosecution says is Mr Osborne - can be heard saying: ""I lost control of the van"", and ""lost control, man"".

Mr Jones then says: ""Were you driving, yeah?"" and the man is heard to reply: ""Yeah"".

Asked if he had been drinking, the man said he had consumed a ""couple of pints"".

Mr Osborne denies the murder of Mr Ali and attempted murder of ""persons at the junction of Seven Sisters Road and Whadcoat Street, London"".

Mr Ali, from Haringey, had collapsed at the roadside shortly before being hit by the vehicle after leaving a prayer meeting.",en
"Media playback is unsupported on your device Media caption Minister: There's a campaign to overturn Brexit vote

The government says it will not publish a leaked report document predicting an economic hit from Brexit.

Brexit Minister Steve Baker said the document was at a ""preliminary"" stage and releasing it in full could damage the UK's negotiations with the EU.

According to BuzzFeed, the report said growth would be lower in each of three different Brexit outcomes than if the UK had stayed in the EU.

Labour has called for it to be be published and debated in Parliament.

According to Buzzfeed, the leaked document, titled EU Exit Analysis - Cross Whitehall Briefing and drawn up for the Department for Exiting the EU, suggests almost every part of the economy would suffer.

It looked at scenarios ranging from leaving with no deal to remaining within the EU single market.

Responding to an urgent question in the Commons, Mr Baker said the document was ""not anywhere near being approved by ministers"" and that ministers in his team had only just seen it.

He described the document as a ""preliminary attempt to improve on the flawed analysis around the EU referendum"" and said it did not asses the government's preferred option of a bespoke free trade deal.

It ""does not yet take account of the opportunities of leaving the EU"", he said, adding that civil service forecasts were ""always wrong, and wrong for good reasons"".

'Highly embarrassing'

Responding to calls for it to be published, Mr Baker said MPs would get as much information as possible before they vote on the final Brexit deal but said: ""We don't propose to go into these negotiations having revealed all of our thinking.""

And as Brexiteer MPs hit out at the leaking of the document, he said there was ""clearly"" a campaign to overturn the 2016 EU referendum by some people in the media and the House of Commons.

One Conservative MP, Antoinette Sandbach, told Mr Baker she took exception to being told it was not in the national interest for her to see the document.

And responding for Labour, Brexit spokesman Sir Keir Starmer said the emergence of the report was ""piling absurdity on absurdity"" with the government having previously denied the existence of Brexit impact assessments.

Scottish First Minister Nicola Sturgeon said: ""For months, Theresa May's government have refused to produce any detailed analysis of the potential impact of various Brexit scenarios - now we know why they have so desperately engaged in a cover-up.""

The BBC understands the Treasury contributed to the document but sources say it is part of a much wider range of work going on in Whitehall.

The report suggests UK economic growth would be 8% lower than current forecasts, in 15 years' time, if the country left the bloc with no deal and reverted to World Trade Organisation rules.

It says growth would be 5% lower if Britain negotiated a free trade deal and 2% lower even if the UK were to continue to adhere to the rules of the single market.

All scenarios assume a new deal with the US.

Conservative MP Philip Davies blamed the report on ""London-centric remoaners"" in the civil service ""who didn't want us to leave the European Union in the first place and put together some dodgy figures to back up their case"".

Earlier Conservative MP and leave campaigner Iain Duncan Smith told BBC Radio 4's Today programme the document should be taken ""with a pinch of salt"" as almost every single forecast on Brexit has been wrong.

A government source said the report ""contains a significant number of caveats and is hugely dependant on a wide range of assumptions"".

The FDA, which represents senior civil servants, reacted angrily to Mr Baker's dismissal of the leaked study.

""We have just witnessed the extraordinary scene of a serving minister telling the House that, whatever analysis his own department comes up with, he simply won't believe it,"" said the union's general secretary Dave Penman.

Image copyright Reuters Image caption Liam Fox says some Tory colleagues must ""live with disappointment""

Meanwhile, International Trade Secretary Liam Fox has denied telling Tory Brexiteers to prepare for disappointment.

Speaking to The Sun about pressure on Prime Minister Theresa May, he criticised Tory MPs involved with negative briefings, saying ""nothing that would happen would change the parliamentary arithmetic"".

""We don't have a working majority, other than with the support of the Democratic Unionists, and we need to accept the reality of that. I know that there are always disappointed individuals but they're going to have to live with disappointment.""

Mr Fox told the BBC his warning was to Mrs May's critics that they will be ""disappointed"" in their efforts to topple her or secure cabinet positions for themselves.",en
"Media playback is unsupported on your device Media caption Liam Allen said he was ""disappointed"" with how his case was handled

The Met has apologised to a student wrongly accused of rape for a series of errors in its handling of the case.

A review found that a ""lack of knowledge"" by police and prosecutors was to blame for the botched prosecution against Liam Allan.

The officer in charge of the case failed to find key evidence among 57,000 messages on the alleged victim's mobile phone, the report found.

Mr Allan, 22, had been charged with 12 counts of rape and sexual assault.

The case against Mr Allan at Croydon Crown Court was dropped after three days when the evidence on a computer disk containing 40,000 messages revealed the alleged victim had pestered him for ""casual sex"".

Mr Allan, from Beckenham, in south-east London, had been under investigation for nearly two years before his trial collapsed.

'Unreserved apology'

Following the review, Mr Allan told Sky News: ""I hope somewhere down the line there are consequences and lessons are learnt.

""I don't want one person being a scapegoat. There are other cases that have been dropped.""

The Met Police said the officer in charge of the case had asked to be moved to other duties, but has not been disciplined because there was no evidence of misconduct.

The problems with disclosure in Mr Allan's case were caused by ""a combination of error, lack of challenge, and lack of knowledge"", a joint review by the Met and Crown Prosecution Service (CPS) found.

The entire download of messages from the phone was not passed to the defence because the officer in the case said there was ""nothing relevant on it"", the review said.

Image caption Liam Allan previously stated he felt 'betrayed' by the police and CPS.

It is understood messages which later resulted in the collapse of the trial included some between the alleged victim and friends saying what a kind person Mr Allan was, how much she loved him and that she had had a great experience with him.

There were also references to rape fantasies, Mr Allan's lawyer Simone Meerabux confirmed.

The officer in the case admitted in an email included in the review that he had been mistaken in his belief that he looked through the whole download.

Thousands of current rape and serious sexual assault cases in England and Wales are to be reviewed to ensure evidence has been disclosed.

The Met said it had drafted in 120 officers to review 600 rape and sexual assault cases where a suspect has been charged to identify any similar problems.

Image caption The Met said ""lessons would be learned"" from Liam Allan's collapsed rape trial

Met Police Cdr Richard Smith and Claire Lindley, from the CPS, met face-to-face with Mr Allan on Monday to discuss the findings into the review.

""It is clear from our review that both the Met and the CPS did not carry out disclosure procedures properly in this case,"" Cdr Smith said.

""Although we are confident there was no malicious intent in this case, it was important that we carried out this urgent review and learn lessons from it.""

Ms Lindley said Mr Allan's case had highlighted some ""systemic and deep-rooted issues"".

She added: ""The prosecutors involved in this case did not sufficiently challenge the police about digital material.

""That meant that it took longer than was necessary to drop Mr Allan's case. For that, the CPS has offered an unreserved apology to him.""

Analysis by home affairs correspondent Danny Shaw

The Liam Allan case review sets out the errors which caused the late disclosure of evidence - but only hints at why police and prosecutors made the mistakes they did.

The detective who failed to search properly for the alleged victim's phone messages suggested he may have been confused because he had so many phone downloads to analyse.

It's thought the officer would have been responsible for over 20 cases, which Scotland Yard has acknowledged is too many.

The force is short of specialist sexual offence investigators and has a high number of detective vacancies.

The recommendations which accompany the review - for enhanced training, disclosure experts in the police and disclosure 'champions' in the CPS - indicate that in Liam Allen's case the issue simply wasn't seen as a priority, with those involved not adequately equipped or supervised.",en
"Sir Ian has spoken about his experiences in coming out on several occasions. Back in July 2000 when he was filming Lord Of The Rings, he wrote in The Independent: “The only good thing I can think to say about Section 28 is that it finally encouraged me to come out. A bit late in the day, but it remains the best thing I ever did.” Then in 2015, he said that coming out actually made him a better performer. “What happened immediately, according to friends, is I became not just a happier person, but a better actor.""",en
"Image copyright Rex Features Image caption Simon Thomas said his wife Gemma died 'surrounded by family and friends'

Sky Sports anchor Simon Thomas has said he is weak with grief and unsure how he will ever return to his career.

Since his wife Gemma died suddenly last year aged 40, Thomas said the message from others had been to ""be strong"".

But writing in a blog post, the former Blue Peter presenter said he is broken, fearful, vulnerable and tear-filled and ""if by admitting this it helps one person, then it's worth it"".

The post has been praised for its ""astonishing honesty"" and courage.

Gemma died last November just three days after she was diagnosed with acute myeloid leukaemia.

Thomas has since shared his struggles with grief and supporting their eight-year-old son Ethan.

In his latest post, written in the early hours of Monday morning in the ""tenth week of severe sleep deprivation"", Thomas reflects on the words of author and pastor, Pete Greig.

""Don't be strong. Be weak. Unclench your fists. Dare to be vulnerable. Honest weakness takes courage,"" Greig wrote.

This - Thomas wrote - is what grief feels like.

'What strong looks like'

""All I can do at the moment is unclench those fists, stop trying to be strong and just say to people this is me,"" he said.

""This is what vulnerability looks like, and right now I can't be any other way, and as I've now discovered, this is what being strong actually looks like.""

Greig called Thomas' words ""astonishingly honest"" and said they will help others.

Many more praised his bravery and shared their own experiences online.

Thomas said admitting to weakness and vulnerability isn't something people do well - ""particularly for a bloke"" - but added that he can't be any other way.

""I'm really struggling,"" he said.

Stacey Hart, from bereavement charity Grief Encounter, called Thomas's openness courageous - especially when ""male grief is too often invisible"".

She said his grief was in its rawest state, a stage when trauma symptoms such as insomnia, memory loss, weakness and vulnerability are often experienced.

""Simon is prioritising his and his son's wellbeing over his public role,"" Ms Hart added. ""It's admirable that Simon is staying true to himself.""

Thomas said recurring fears included wondering if he could ""ever sit in front of a TV camera again with the same confidence"" and ever getting used to life ""without the woman I loved beyond words"".

About 3,100 people a year in the UK are diagnosed with acute myeloid leukaemia - a type of blood cancer.

What support is available?",en
